Referencia;Nombre;Categoría;Definicion;Caracteristicas
3038;SUPER VERDE;PEGANTES;;
2318;SUPERMASTICK BALDE;CONSTRUCCION;;
2319;SUPERMASTICK CANECA 28k;CONSTRUCCION;;
2320;SUPERMASTICK GALON;CONSTRUCCION;;
2321;SUPERPEGA INSTANTANEO 20G;PEGANTES;;
2322;SUPLEMENTO GALVANIZADO INDUMA;ELECTRICOS;;
2323;SUPLEMENTO PLASTICO INDUMA;ELECTRICOS;;
2325;SWITCHE CODILLO DOS TORNILLOS;ELECTRICOS;;
2324;SWITCHE CODILLO TRES TORNILLOS;ELECTRICOS;;
3672;SWITSHE PEQUEï¿½O;ELECTRICOS;;
2326;TABACO ANTENA;ELECTRICOS;;
3671;TABLA MADEFLEX 21X28;HOGAR Y COCINA;;
3670;TABLA MDF 21X28;HOGAR Y COCINA;;
2327;TABLERO MONO 2 CIRCUITOS AVE;ELECTRICOS;;
2328;TABLERO MONO 3 CIRCUITOS AVE;ELECTRICOS;;
2329;TABLERO MONO 4 CIRCUITOS;ELECTRICOS;;
2331CA;TACHUELA TAPICERA 1/2 CAJA;HERRAJES Y SOPORTES;;
2331D;TACHUELA TAPICERA 1/2 1 DOC;HERRAJES Y SOPORTES;;
2333CA;TACHUELA TAPICERA 3/4 CAJA;HERRAJES Y SOPORTES;;
2333D;TACHUELA TAPICERA 3/4 1 DOC;HERRAJES Y SOPORTES;;
2335CA;TACHUELA TAPICERA 5/8 CAJA;HERRAJES Y SOPORTES;;
2335D;TACHUELA TAPICERA 5/8 DOC;HERRAJES Y SOPORTES;;
2337CA;TACHUELA TAPICERA 9/16 CAJA;HERRAJES Y SOPORTES;;
2337D;TACHUELA TAPICERA 9/16 DOC;HERRAJES Y SOPORTES;;
2338;TACO BREAKER 20 AMP LUMINEX;ELECTRICOS;;
2339;TACO BREAKER 40 AMP LUMINEX;ELECTRICOS;;
2340;TACO BREAKER 50 AMP LUMINEX;ELECTRICOS;;
2341;TACO BREAKER 1P 20A CILLES;ELECTRICOS;;
2342;TACO BREAKER 1P 32A CILLES;ELECTRICOS;;
2343;TACO BREAKER 1P 40A CILLES;ELECTRICOS;;
2344;TACO BREAKER 1P 50A CILLES;ELECTRICOS;;
2345;TALADRO 1/2 VV REV DWD024 DEWALT;HERRAMIENTA ELECTRICA;;
3215;TALADRO 3/8 PROFESIONAL 380W TRUPER;HERRAMIENTA ELECTRICA;;
2346;TALADRO PERCUTOR 1/2 LIV PRETUL;HERRAMIENTA ELECTRICA;;
;"TALADRO PERCUTOR 1/2"" PRO 600W TRUPER";HERRAMIENTA ELECTRICA;;
2348;TALADRO PERCUTOR ELECTRO NEUMATICO INDUSTRIAL TRUPER;HERRAMIENTA ELECTRICA;;
2349;"TALADRO PERCUTOR INDUSTRIAL 1/2"" 900 W TRUPER";HERRAMIENTA ELECTRICA;;
2350;TAPA CIEGA 2400 GALVANIZADA 4X4;ELECTRICOS;;
2351;TAPA CIEGA 2400 PLASTICA 4X4;ELECTRICOS;;
2352;TAPA CIEGA 5800 GALVANIZADA;ELECTRICOS;;
2353;TAPA CIEGA 5800 PLASTICA;ELECTRICOS;;
2354;"TAPA DE PRUEBA 11/2""";TUBERIAS Y ACCESORIOS;;
2355;"TAPA DE PRUEBA 2""";TUBERIAS Y ACCESORIOS;;
2356;"TAPA DE PRUEBA 3""";TUBERIAS Y ACCESORIOS;;
2357;"TAPA DE PRUEBA 4""";TUBERIAS Y ACCESORIOS;;
2358;TAPA HUECO CROMADO PAR;GRIFERIA;;
1316;TAPA HUECOS UND;ABRASIVOS Y CONSUMIBLES;;
2359;TAPA LICUADORA OSTER;HOGAR Y COCINA;;
2360;TAPA LICUADORA SAMURAI;HOGAR Y COCINA;;
2361;TAPA OIDOS COPA;DOTACION INDUSTRIAL;;
2362;TAPA REGISTRO 15X15 RIOPLAST;GRIFERIA;;
2363;TAPA REGISTRO 20X20 RIOPAST;GRIFERIA;;
2364;TAPA ROSETA GALVANIZADA;ELECTRICOS;;
2365;TAPA ROSETA PLASTICA;ELECTRICOS;;
2366;TAPABOCA ANTIFLUIDO LAVABLE MEDIA LUNA;DOTACION INDUSTRIAL;;
3175;TAPABOCAS QUIRURGICO AZUL UND;ELECTRICOS;;
2367;TAPABOCAS INDUSTRIAL;DOTACION INDUSTRIAL;;
2368;TAPAOIDOS COPA;DOTACION INDUSTRIAL;;
2369;TAPATORNILLO ADHESIVO UN;HERRAJES Y SOPORTES;;
2370;TAPATORNILLO BLANCO Y CAFE;HERRAJES Y SOPORTES;;
2371;"TAPON MACHO BRONCE 1/2""";PARTES Y REPUESTOS;;
2372;"TAPON MACHO BRONCE 1/4""";PARTES Y REPUESTOS;;
2373;"TAPON MACHO BRONCE 3/8""";PARTES Y REPUESTOS;;
2374;"TAPON COPA GALVANIZADO 1/2""";TUBERIAS Y ACCESORIOS;;
2375;"TAPON COPA GALVANIZADO 3/4""";TUBERIAS Y ACCESORIOS;;
2376;"TAPON COPA GALVANIZADO 3/8""";TUBERIAS Y ACCESORIOS;;
2377;"TAPON MACHO GALVANIZADO 1/2""";TUBERIAS Y ACCESORIOS;;
2378;"TAPON MACHO PVC ROSCA 1/2""";TUBERIAS Y ACCESORIOS;;
2379;TAPON DE OIDO ESPUMA POLIURETANO TRUPER;DOTACION INDUSTRIAL;;
2381;"TAPON HEMBRA ROSCADO PVC 11/2""";TUBERIAS Y ACCESORIOS;;
2382;"TAPON HEMBRA ROSCADO PVC 1""";TUBERIAS Y ACCESORIOS;;
2383;"TAPON HEMBRA ROSCADO PVC 1/2""";TUBERIAS Y ACCESORIOS;;
2384;"TAPON HEMBRA ROSCADO PVC 11/4""";TUBERIAS Y ACCESORIOS;;
2385;"TAPON HEMBRA ROSCADO PVC 2""";TUBERIAS Y ACCESORIOS;;
2386;"TAPON HEMBRA ROSCADO PVC 3/4""";TUBERIAS Y ACCESORIOS;;
2387;TAPON HEMBRA LISO CPVC 1/2;TUBERIAS Y ACCESORIOS;;
2388;"TAPON HEMBRA LISO PVC 1""";TUBERIAS Y ACCESORIOS;;
2389;"TAPON HEMBRA LISO PVC 1/2""";TUBERIAS Y ACCESORIOS;;
2390;"TAPON HEMBRA LISO PVC 11/4""";TUBERIAS Y ACCESORIOS;;
2391;"TAPON HEMBRA LISO PVC 2""";TUBERIAS Y ACCESORIOS;;
2392;"TAPON HEMBRA LISO PVC 3/4""";TUBERIAS Y ACCESORIOS;;
2393;"TAPON HEMBRA LISO PVC 11/2""";TUBERIAS Y ACCESORIOS;;
2394;TARUGO MADERA 8MM;HERRAJES Y SOPORTES;;
3534;DESTORNILLADOR TATAMACO EN JUEGO SEGURITY;HERRAMIENTA MANUAL;;
3685;TEE ELECTRICA BLANCA;HERRAMIENTA MANUAL;;
2395;TEE MANGUERA METALICA 1/2;PARTES Y REPUESTOS;;
2396;TEE MANGUERA METALICA 1/4;PARTES Y REPUESTOS;;
2397;TEE MANGUERA METALICA 3/8;PARTES Y REPUESTOS;;
2398;"TEE GALVANIZADA 1/2""";TUBERIAS Y ACCESORIOS;;
2400;TEE COAXIAL PARA ANTENA;ELECTRICOS;;
2399;TEE ELECRICA AEREA PARA EXTENSION 15A KONTIKI;ELECTRICOS;;
3616;TEE ELECRICA NEGRA FALSO POLO A TIERRA;ELECTRICOS;;
2403;TEE ELECTRICA 15 AMP KONTIKI;ELECTRICOS;;
2401;TEE ELECTRICA CON POLO BLISTER;ELECTRICOS;;
2402;TEE ELECTRICA CON POLO NARANJA CAUCHO;ELECTRICOS;;
2404;TEE MANGUERA POLIETILENO 1/2;TUBERIAS Y ACCESORIOS;;
2405;"TEE PVC 1""";TUBERIAS Y ACCESORIOS;;
2406;"TEE PVC 1/2""";TUBERIAS Y ACCESORIOS;;
2407;"TEE PVC 11/2""";TUBERIAS Y ACCESORIOS;;
2408;"TEE PVC 11/4""";TUBERIAS Y ACCESORIOS;;
2409;"TEE PVC 2""";TUBERIAS Y ACCESORIOS;;
2410;"TEE PVC 3/4""";TUBERIAS Y ACCESORIOS;;
2411;"TEE ROSCA PVC 1/2""";TUBERIAS Y ACCESORIOS;;
2412;"TEE SANITARIO 11/2""";TUBERIAS Y ACCESORIOS;;
2413;"TEE SANITARIO 2""";TUBERIAS Y ACCESORIOS;;
2414;"TEE SANITARIO 3""";TUBERIAS Y ACCESORIOS;;
2415;"TEE SANITARIO 4""";TUBERIAS Y ACCESORIOS;;
2416;"TEE SANITARIO REDUCIDA 3""X 2";TUBERIAS Y ACCESORIOS;;
228;TEJA PLASTICA MARFIL TIPO ETERNIT #5 152X92CM GERFOR;CONSTRUCCION;;
244;TEJA PLASTICA MARFIL TIPO ETERNIT #6 183X92CM GERFOR;CONSTRUCCION;;
3190;TEJANIT 1/32 PARA TEJA DE ETERNIT;CONSTRUCCION;;
2423;TELA POLIESTER IMPERMEABILIZANTE 1X 1MT;CONSTRUCCION;;
2424;TELA VERDE POLISOMBRA 2MT X1MT;CONSTRUCCION;;
2425;"TENAZA CARPINTERO 8""";HERRAMIENTA MANUAL;;
2426;TENSOR 3/16;TORNILLERIA;;
2427;TENSOR 3/8;TORNILLERIA;;
2428;TENSOR 5/16;TORNILLERIA;;
3238;TERMINAL ANILLO  3/8 10 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
3256;TERMINAL ANILLO  5/32 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3244;TERMINAL ANILLO 1/2 12 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3247;TERMINAL ANILLO 1/4 6 MM CABLE 12-10 AWG AMARILO MAX 48A;ELECTRICOS;;
3255;TERMINAL ANILLO 1/4 6 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3234;TERMINAL ANILLO 1/4? 6 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
3235;"TERMINAL ANILLO 1/8"" 3.5 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3249;TERMINAL ANILLO 1/8? 3.5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3236;TERMINAL ANILLO 1/8? 3.5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3253;TERMINAL ANILLO 3/16? 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3248;TERMINAL ANILLO 3/8? 10 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3242;TERMINAL ANILLO 3/8? 10 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3245;TERMINAL ANILLO 5/16? 8 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3239;TERMINAL ANILLO 5/16? 8 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
3259;TERMINAL ANILLO 5/32? 4 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3237;TERMINAL ANILLO 5/32? 4 MM CABLE 22-16 AWG COLOR ROJO MAX 19A;ELECTRICOS;;
3651;"TERMINAL ANILLO COBRE 1/4"" 6 MM CABLE 8 AWG";ELECTRICOS;;
3650;"TERMINAL ANILLO COBRE 3/16"" 5 MM CABLE 8 AWG";ELECTRICOS;;
3652;"TERMINAL ANILLO COBRE 3/8"" 10 MM CABLE 8 AWG";ELECTRICOS;;
3653;"TERMINAL ANILLO COBRE 5/16"" 8 MM CABLE 8 AWG";ELECTRICOS;;
3405;TERMINAL COBRE 150 A;ELECTRICOS;;
3404;TERMINAL COBRE 250 A;ELECTRICOS;;
3654;TERMINAL COBRE BATERIA ABIERTO CABLE 4-2 AWG MAX 95A;ELECTRICOS;;
2429;TERMINAL CONDUIT 1 PAVCO;TUBERIAS Y ACCESORIOS;;
2430;"TERMINAL CONDUIT 1""";TUBERIAS Y ACCESORIOS;;
2431;"TERMINAL CONDUIT 1/2""";TUBERIAS Y ACCESORIOS;;
2432;TERMINAL CONDUIT 3/4 PVC PAVCO;TUBERIAS Y ACCESORIOS;;
2433;"TERMINAL CONDUIT 3/4""";TUBERIAS Y ACCESORIOS;;
2434;TERMINAL CORTINA 3/4 CAFE;HERRAJES Y SOPORTES;;
2435;TERMINAL CORTINA 3/4 DORADA;HERRAJES Y SOPORTES;;
2436;TERMINAL CORTINA 3/4 PLATEADA;HERRAJES Y SOPORTES;;
2437;TERMINAL CORTINA 5/8 CAFE;HERRAJES Y SOPORTES;;
2438;TERMINAL CORTINA 5/8 DORADO;HERRAJES Y SOPORTES;;
2439;TERMINAL CORTINA 5/8 PLATEADO;HERRAJES Y SOPORTES;;
3431;TERMINAL DE COBRE MACHO O HEMBRA;ELECTRICOS;;
3647;TERMINAL EMPALME TOPE, PARA CABLE 12-10 AWG, CON AISLANTE AMARILLO MAX 48A;ELECTRICOS;;
3634;"TERMINAL HEMBRA MACHO 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
3620;"TERMINAL HEMBRA RECTA 110"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3622;TERMINAL HEMBRA RECTA 187 CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3621;TERMINAL HEMBRA RECTA 187 CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
3636;"TERMINAL HEMBRA RECTA 250"" 1/4"" CABLE 16-14 AWG AMARILLO MAX 27A";ELECTRICOS;;
3635;"TERMINAL HEMBRA RECTA 250"" 1/4"" CABLE 22-16AWG ROJO MAX 19A";ELECTRICOS;;
3625;"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 12-10 AWG AMARILLO MAX 48A";ELECTRICOS;;
3624;"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
3623;"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3628;"TERMINAL HEMBRA RECTA 250 1/4"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3630;"TERMINAL HEMBRA RECTA 250 1/4""CABLE 12-10 AWG AMARILLO MAX 48A";ELECTRICOS;;
3629;"TERMINAL HEMBRA RECTA 250 o  1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
3626;TERMINAL HEMBRA RECTA 312 CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3627;TERMINAL HEMBRA RECTA 375 CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3642;"TERMINAL HEMBRA REDONDA 156"" 4 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3643;TERMINAL HEMBRA REDONDA 156 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3645;TERMINAL HEMBRA REDONDA 195 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3644;TERMINAL HEMBRA REDONDA 195 5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3618;TERMINAL HORQUILLA 1/4 6 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3254;TERMINAL HORQUILLA 1/4 6 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3240;TERMINAL HORQUILLA 1/4 6 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
3241;"TERMINAL HORQUILLA 1/8"" 3.5 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3258;TERMINAL HORQUILLA 1/8 3.5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3250;TERMINAL HORQUILLA 1/8 3.5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3252;TERMINAL HORQUILLA 3/16 5 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3243;TERMINAL HORQUILLA 3/16 5 MM CABLE 22-16 AWG ROJO MAX 19A;ELECTRICOS;;
3257;TERMINAL HORQUILLA 5/16 8 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3619;TERMINAL HORQUILLA 5/16 8 MM CABLE AWG AMARILLO MAX 48A;ELECTRICOS;;
3251;"TERMINAL HORQUILLA 5/32 "" 4 MM CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3246;TERMINAL HORQUILLA 5/32 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3631;TERMINAL MACHO PLANO 187 CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3638;"TERMINAL MACHO PLANO 250"" 1/4"" CABLE 16-14 AWG AMARILLO MAX 27A";ELECTRICOS;;
3637;"TERMINAL MACHO PLANO 250"" 1/4"" CABLE 22-16 AWG ROJO MAX 19A";ELECTRICOS;;
3633;"TERMINAL MACHO PLANO 250 1/4 "" CABLE 12-10 AWG AMARILLO MAX 48A";ELECTRICOS;;
3632;"TERMINAL MACHO PLANO 250 1/4"" CABLE 16-14 AWG AZUL MAX 27A";ELECTRICOS;;
3639;TERMINAL MACHO REDONDO 156 4 MM CABLE 16-14 AWG AZUL MAX 27A;ELECTRICOS;;
3641;TERMINAL MACHO REDONDO 195 5 MM CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
3640;TERMINAL MACHO REDONDO 195 5 MM CABLE 16-14 AWG AZUL CORRIENTE MAX 27A;ELECTRICOS;;
3692;TERMINAL OJO 1/8 - 5/32 - 3/16;ELECTRICOS;;
2440;TERMINAL ANTENA ROSCA RG 6 OCCI;ELECTRICOS;;
3646;TERMINAL PIN PUNTA DE CABLE 12-10 AWG AMARILLO MAX 48A;ELECTRICOS;;
2443;TERMINAL TELMEX ANTENA NEGRA TAURUS;ELECTRICOS;;
2444;TESTER 14 CM TIPO ESFERO TRUPER;ELECTRICOS;;
2445;TESTER 19 CM TRUPER;ELECTRICOS;;
2447;TESTER DIGITAL DE TENSION TRUPER;ELECTRICOS;;
2451;THINNER EXTRAFINO 1 GALON CON ENVASE;PINTURAS Y DISOLVENTES;;
2452;THINNER EXTRAFINO 1 GALON SIN ENVASE;PINTURAS Y DISOLVENTES;;
2448;THINNER EXTRAFINO 1/2 BOTELLA 375CC;PINTURAS Y DISOLVENTES;;
2449;THINNER EXTRAFINO 1/2 GALON;PINTURAS Y DISOLVENTES;;
2453;THINNER EXTRAFINO 5 GALONES CON ENVASE;PINTURAS Y DISOLVENTES;;
2454;THINNER EXTRAFINO 5 GALONES SIN ENVASE;PINTURAS Y DISOLVENTES;;
2455;"TIJERA CASA OFICINA 6"" PRETUL";HERRAMIENTA MANUAL;;
3463;TIJERA DE AVIACION CORTE RECTO;HERRAMIENTA MANUAL;;
2456;TIJERA ECO PARA PODA 48 CM PRETUL;HERRAMIENTA MANUAL;;
2457;"TIJERA ESCOLAR 4-1/2"" PRETUL";HERRAMIENTA MANUAL;;
3345;"TIJERA CASA Y  OFICINA 7"" PRETUL";DOTACION INDUSTRIAL;;
2459;"TIJERA OFICINA 8""PRETUL";HERRAMIENTA MANUAL;;
3593;"TIJERA PARA SASTRE 8"" TRUPER";HERRAMIENTA MANUAL;;
2460;TIJERA PODA CUCHILLA PASO PRETUL;HERRAMIENTA MANUAL;;
2461;TIMBRE CON PLACA 110/150 VERA;ELECTRICOS;;
2462;TIMBRE DING DONG BLANCO 110-150 VERA;ELECTRICOS;;
2463;TIMBRE INALAMBRICO 110V VERA;ELECTRICOS;;
2464;TIMBRE INALAMBRICO ECO;ELECTRICOS;;
2465;"TIMBRE INDUSTRIAL 110 -150  4"" VERA";ELECTRICOS;;
2466;TINTE CAOBA 200CC SUPER;PINTURAS Y DISOLVENTES;;
2467;TINTE CARAMELO 200CC SUPER;PINTURAS Y DISOLVENTES;;
2468;TINTE MIEL 200 CC SUPER;PINTURAS Y DISOLVENTES;;
2469;TINTE NEGRO 200 CC SUPER;PINTURAS Y DISOLVENTES;;
2471;MANIJA ZAMAK NIQUEL 88MM VERA;HERRAJES Y SOPORTES;;
3266;TIZA INDUSTRIAL;HERRAMIENTA MANUAL;;
3295;TOALLERO MULTIUSOS (GANCHO)PLASTGRIFOS;HOGAR Y COCINA;;
3305;TOALLERO REDONDO PLASTGRIFOS;GRIFERIA;;
3382;TOALLITAS PEQUEï¿½A;ASEO;;
3296;TOMA  AEREA CODELCA 2X20;ELECTRICOS;;
2472;TOMA AEREA DOMESTICA 15 AMP KONTIKI;ELECTRICOS;;
2474;TOMA AEREA INDUSTRIAL 15 AMP P/TIERRA KONTIKI;ELECTRICOS;;
2475;TOMA AEREA PLASTICA BLANCA AVE;ELECTRICOS;;
3199;TOMA DOBLE GFCI BLANCA MERCURY;ELECTRICOS;;
3523;TOMA DOBLE DE SOBREPONER MERCURY;ELECTRICOS;;
2479;TOMA DOBLE SOBREPONER P/T BLANCA DUOMO AVE;ELECTRICOS;;
2480;TOMA HUEVO SENCILLA DE SOBREPONER;ELECTRICOS;;
2481;TOMA INCRUSTAR BIFASICA 20 A KONTIKI;ELECTRICOS;;
2482;TOMA INCRUSTAR TRIFASICA 20 A CODELCA;ELECTRICOS;;
2485;TOMA TELEFONO RJ 11 + COAXIAL DUOMO AVE;ELECTRICOS;;
2484;TOMA TELEFONO RJ11 (4h) DUOMO AVE;ELECTRICOS;;
2486;TOMA TIPO LEVINTON BEIGE CON TAPA;ELECTRICOS;;
2487;TOMA TRIFASICA 50A CODELCA;ELECTRICOS;;
3608;TOMA TV COAXIAL DUOMO BLANCA;ELECTRICOS;;
2489;TOPE DE RESORTE ZINC;HERRAJES Y SOPORTES;;
2490;TOPE IMAN;HERRAJES Y SOPORTES;;
2491;TOPE RODILLO;HERRAJES Y SOPORTES;;
2492;TORNILLO AVELLANA PUNTA DE BROCA 8X1 UN;TORNILLERIA;;
2493;"TORNILLO CARRIAJE RO ZINC 1/4X1""UN";TORNILLERIA;;
2494;"TORNILLO CARRIAJE RO ZINC 1/4X1/2""UN";TORNILLERIA;;
2495;"TORNILLO CARRIAJE RO ZINC 1/4X11/2""UN";TORNILLERIA;;
2496;"TORNILLO CARRIAJE RO ZINC 1/4X11/4""UN";TORNILLERIA;;
2497;"TORNILLO CARRIAJE RO ZINC 1/4X2""UN";TORNILLERIA;;
2498;"TORNILLO CARRIAJE RO ZINC 1/4X21/2""UN";TORNILLERIA;;
2499;"TORNILLO CARRIAJE RO ZINC 1/4X3""UN";TORNILLERIA;;
2500;"TORNILLO CARRIAJE RO ZINC 1/4X3/4""UN";TORNILLERIA;;
2501;"TORNILLO CARRIAJE RO ZINC 5/16X1""UN";TORNILLERIA;;
2502;"TORNILLO CARRIAJE RO ZINC 5/16X11/2""UN";TORNILLERIA;;
3578;"TORNILLO CARRIAJE RO ZINC 5/16X11/4""UN";TORNILLERIA;;
2503;"TORNILLO CARRIAJE RO ZINC 5/16X2""UN";TORNILLERIA;;
2504;"TORNILLO CARRIAJE RO ZINC 5/16X21/2""UN";TORNILLERIA;;
2505;"TORNILLO CARRIAJE RO ZINC 5/16X3""UN";TORNILLERIA;;
2506;"TORNILLO CARRIAJE RO ZINC 5/16X3/4""UN";TORNILLERIA;;
2507;"TORNILLO CARRIAJE RO ZINC 5/16X31/2""UN";TORNILLERIA;;
2508;"TORNILLO CARRIAJE RO ZINC 5/16X4""UN";TORNILLERIA;;
2509;"TORNILLO CARRIAJE RO ZINC 5/16X41/2""UN";TORNILLERIA;;
2511;"TORNILLO CARRIAJE RO ZINC 5/16X5""UN";TORNILLERIA;;
2510;"TORNILLO CARRIAJE RO ZINC 5/16X51/2""UN";TORNILLERIA;;
2512;TORNILLO CR MM 4X25;TORNILLERIA;;
2513;TORNILLO CR MM 4X30;TORNILLERIA;;
2514;TORNILLO CR MM 4X40;TORNILLERIA;;
2515;TORNILLO CR MM 5X25;TORNILLERIA;;
2516;TORNILLO CR MM 5X30;TORNILLERIA;;
2517;TORNILLO CR MM 5X40;TORNILLERIA;;
2518;TORNILLO CR MM 6X25;TORNILLERIA;;
2519;TORNILLO CR MM 6X30;TORNILLERIA;;
2520;TORNILLO CR MM 6X40;TORNILLERIA;;
3579;TORNILLO CR MM 8X30;TORNILLERIA;;
3580;TORNILLO CR MM 8X40;TORNILLERIA;;
2521;"TORNILLO CR RO ZINC 1/4X1""UN";TORNILLERIA;;
2522;"TORNILLO CR RO ZINC 1/4X1/2""UN";TORNILLERIA;;
2523;"TORNILLO CR RO ZINC 1/4X11/2""UN";TORNILLERIA;;
2524;"TORNILLO CR RO ZINC 1/4X11/4""UN";TORNILLERIA;;
2525;"TORNILLO CR RO ZINC 1/4X2""UN";TORNILLERIA;;
2526;"TORNILLO CR RO ZINC 1/4X21/2""UN";TORNILLERIA;;
2527;"TORNILLO CR RO ZINC 1/4X3""UN";TORNILLERIA;;
2528;"TORNILLO CR RO ZINC 1/4X3/4""UN";TORNILLERIA;;
2529;"TORNILLO CR RO ZINC 1/8X1""UN";TORNILLERIA;;
2530;"TORNILLO CR RO ZINC 1/8X1/2""UN";TORNILLERIA;;
2531;"TORNILLO CR RO ZINC 1/8X11/2""UN";TORNILLERIA;;
2532;"TORNILLO CR RO ZINC 1/8X11/4""UN";TORNILLERIA;;
2533;"TORNILLO CR RO ZINC 1/8X2""UN";TORNILLERIA;;
2534;"TORNILLO CR RO ZINC 1/8X21/2""UN";TORNILLERIA;;
2535;"TORNILLO CR RO ZINC 1/8X3""UN";TORNILLERIA;;
2536;"TORNILLO CR RO ZINC 1/8X3/4""UN";TORNILLERIA;;
2537;"TORNILLO CR RO ZINC 3/16X1""UN";TORNILLERIA;;
2539;"TORNILLO CR RO ZINC 3/16X11/2""UN";TORNILLERIA;;
2540;"TORNILLO CR RO ZINC 3/16X11/4""UN";TORNILLERIA;;
2541;"TORNILLO CR RO ZINC 3/16X2""UN";TORNILLERIA;;
2542;"TORNILLO CR RO ZINC 3/16X21/2""UN";TORNILLERIA;;
2543;"TORNILLO CR RO ZINC 3/16X3""UN";TORNILLERIA;;
2544;"TORNILLO CR RO ZINC 3/16X3/4""UN";TORNILLERIA;;
2546;"TORNILLO CR RO ZINC 5/32X1/2""UN";TORNILLERIA;;
2547;"TORNILLO CR RO ZINC 5/32X11/2""UN";TORNILLERIA;;
2548;"TORNILLO CR RO ZINC 5/32X11/4""UN";TORNILLERIA;;
2549;"TORNILLO CR RO ZINC 5/32X2""UN";TORNILLERIA;;
2551;"TORNILLO CR RO ZINC 5/32X3""UN";TORNILLERIA;;
2552;"TORNILLO CR RO ZINC 5/32X3/4""UN";TORNILLERIA;;
2555C;"TORNILLO DRYWALL 10X1"" 50";TORNILLERIA;;
2555D;"TORNILLO DRYWALL 10X1"" DOC";TORNILLERIA;;
2555;"TORNILLO DRYWALL 10X1"" UN";TORNILLERIA;;
2558C;"TORNILLO DRYWALL 10X11/2"" 50";TORNILLERIA;;
2558D;"TORNILLO DRYWALL 10X11/2"" DOC";TORNILLERIA;;
2558;"TORNILLO DRYWALL 10X11/2"" UN";TORNILLERIA;;
2561C;"TORNILLO DRYWALL 10X11/4"" 50";TORNILLERIA;;
2561D;"TORNILLO DRYWALL 10X11/4"" DOC";TORNILLERIA;;
2561;"TORNILLO DRYWALL 10X11/4"" UN";TORNILLERIA;;
2564C;"TORNILLO DRYWALL 10X2"" 50";TORNILLERIA;;
2564D;"TORNILLO DRYWALL 10X2"" DOC";TORNILLERIA;;
2564;"TORNILLO DRYWALL 10X2"" UN";TORNILLERIA;;
2567C;"TORNILLO DRYWALL 10X21/2"" 50";TORNILLERIA;;
2567D;"TORNILLO DRYWALL 10X21/2"" DOC";TORNILLERIA;;
2567;"TORNILLO DRYWALL 10X21/2"" UN";TORNILLERIA;;
2570C;"TORNILLO DRYWALL 10X3"" 50";TORNILLERIA;;
